SampleIdx,Signal_I,Strobe_Center,Strobe_Joint
5787,15386,0,0
5788,6780,0,0
5789,2269,0,0
5790,18264,0,0
5791,7732,0,0
5792,11694,0,0
5793,22918,0,0
5794,14718,0,0
5795,18628,0,0
5796,13318,0,0
5797,22605,0,0
5798,9311,0,0
5799,5187,0,0
5800,2814,0,0
5801,21210,0,0
5802,12797,0,0
5803,13121,0,0
5804,8712,0,0
5805,17237,0,0
5806,-16142,0,0
5807,20296,0,0
5808,-1359,0,0
5809,20464,0,0
5810,19257,0,0
5811,21181,0,0
5812,21769,0,0
5813,5912,0,0
5814,10115,0,0
5815,17753,0,0
5816,-933,0,0
5817,2540,0,0
5818,-5330,0,0
5819,9524,0,0
5820,4723,0,0
5821,6099,0,0
5822,3960,0,0
5823,13565,0,0
5824,2247,0,0
5825,9791,0,0
5826,9290,0,0
5827,11530,0,0
5828,3399,0,0
5829,-9885,0,0
5830,13837,0,0
5831,17928,0,0
5832,10723,0,0
5833,-8365,0,0
5834,-12146,0,0
5835,17447,0,0
5836,-14777,0,0
5837,17542,0,0
5838,1136,0,0
5839,12358,0,0
5840,-1054,0,0
5841,2319,0,0
5842,568,0,0
5843,6999,0,0
5844,3644,0,0
5845,7862,0,0
5846,-4689,0,0
5847,-6827,0,0
5848,23168,0,0
5849,16383,0,0
5850,-4535,0,0
5851,-191,0,0
5852,1423,0,0
5853,-16780,0,0
5854,-9196,0,0
5855,-3571,0,0
5856,-1802,0,0
5857,12178,0,0
5858,-23141,0,0
5859,-17125,0,0
5860,3987,0,0
5861,-15600,0,0
5862,18416,0,0
5863,-6881,0,0
5864,-2837,0,0
5865,-5774,0,0
5866,-7683,0,0
5867,-6039,0,0
5868,-4521,0,0
5869,-14880,0,0
5870,-5630,0,0
5871,11419,0,0
5872,5203,0,0
5873,-15221,0,0
5874,5531,0,0
5875,761,0,0
5876,-4119,0,0
5877,3512,0,0
5878,-13597,0,0
5879,-16304,0,0
5880,-12785,0,0
5881,-11418,0,0
5882,-13549,0,0
5883,-9568,0,0
5884,-17722,0,0
5885,-2115,0,0
5886,-11088,0,0
5887,5963,0,0
5888,-14699,0,-15000
5889,-23106,0,0
5890,-17167,0,0
5891,-9919,0,0
5892,5995,0,0
5893,-6327,0,0
5894,-16780,0,0
5895,-12473,0,0
5896,-2013,0,0
5897,-4541,0,0
5898,-18209,0,0
5899,-13140,0,0
5900,-710,0,0
5901,-171,0,0
5902,-19575,0,0
5903,22605,0,0
5904,-19873,0,0
5905,-12308,0,0
5906,-20159,0,0
5907,3925,0,0
5908,1014,0,0
5909,-4492,0,0
5910,12514,0,0
5911,-21815,0,0
5912,-8209,0,0
5913,-15363,0,0
5914,-3502,0,0
5915,-19358,0,0
5916,-1800,0,0
5917,-2440,0,0
5918,-18734,0,0
5919,-6619,0,0
5920,-5781,0,0
5921,-7060,0,0
5922,-10302,0,0
5923,-4771,0,0
5924,-4520,0,0
5925,-15666,0,0
5926,-3961,0,0
5927,-15135,0,0
5928,-2936,0,0
5929,-3918,0,0
5930,15976,0,0
5931,-18943,0,0
5932,-3961,0,0
5933,13341,0,0
5934,-9722,0,0
5935,-15462,0,0
5936,-4521,0,0
5937,9606,0,0
5938,-4521,0,0
5939,-6331,0,0
5940,15180,0,0
5941,-9223,0,0
5942,2437,0,0
5943,-12534,0,0
5944,-7244,0,0
5945,-18470,0,0
5946,-397,0,0
5947,-7338,0,0
5948,20203,0,0
5949,3013,0,0
5950,-7441,0,0
5951,-20159,0,0
5952,10559,0,0
5953,-20159,0,0
5954,-5000,0,0
5955,11911,0,0
5956,824,0,0
5957,-11067,0,0
5958,-5077,0,0
5959,7800,0,0
5960,12456,0,0
5961,-12377,0,0
5962,-783,0,0
5963,3929,0,0
5964,-4520,0,0
5965,-3083,0,0
5966,-5077,0,0
5967,7376,0,0
5968,-5630,0,0
5969,-2571,0,0
5970,-3256,0,0
5971,14907,0,0
5972,-18744,0,0
5973,11216,0,0
5974,20944,0,0
5975,10867,0,0
5976,-14010,0,0
5977,-19042,0,0
5978,16721,0,0
5979,-7889,0,0
5980,810,0,0
5981,-9006,0,0
5982,17279,0,0
5983,-11598,0,0
5984,-16384,0,0
5985,-5387,0,0
5986,7043,0,0
5987,-4452,0,0
5988,-18265,0,0
5989,-3400,0,0
5990,-5882,0,0
5991,7045,0,0
5992,19086,0,0
5993,-20390,0,0
5994,5521,0,0
5995,-9886,0,0
5996,-3004,0,0
5997,-10034,0,0
5998,1192,0,0
5999,-11421,0,0
6000,-5538,0,0
6001,-5273,0,0
6002,-9633,0,0
6003,-13636,0,0
6004,-16748,0,0
6005,3250,0,0
6006,1079,0,0
6007,-1423,0,0
6008,-23162,0,0
6009,-17543,0,0
6010,-19669,0,0
6011,-13664,0,0
6012,-22829,0,0
6013,-11317,0,0
6014,-14085,0,0
6015,-2256,0,0
6016,744,15000,0
6017,4029,0,0
6018,-20465,0,0
6019,-3626,0,0
6020,-7646,0,0
6021,-1682,0,0
6022,-1886,0,0
6023,-22606,0,0
6024,-13341,0,0
6025,-20148,0,0
6026,-10688,0,0
6027,-12218,0,0
6028,-15977,0,0
6029,-11466,0,0
6030,-17544,0,0
6031,-20099,0,0
6032,-16359,0,0
6033,-18319,0,0
6034,9265,0,0
6035,-15984,0,0
6036,-18157,0,0
6037,-21617,0,0
6038,-13157,0,0
6039,-16650,0,0
6040,-18946,0,0
6041,-8822,0,0
6042,-11156,0,0
6043,-15548,0,0
6044,-4347,0,0
6045,-70,0,0
6046,-16574,0,0
6047,-16780,0,0
6048,5688,0,0
6049,11649,0,0
6050,-18458,0,0
6051,-14125,0,0
6052,-17158,0,0
6053,-10292,0,0
6054,16039,0,0
6055,-19337,0,0
6056,-9211,0,0
6057,-9389,0,0
6058,-15152,0,0
6059,-10705,0,0
6060,-15835,0,0
6061,3498,0,0
6062,2322,0,0
6063,-4079,0,0
6064,4866,0,0
6065,-22606,0,0
6066,-12970,0,0
6067,-17593,0,0
6068,-14204,0,0
6069,-22995,0,0
6070,-3560,0,0
6071,-23106,0,0
6072,9093,0,0
6073,-23141,0,0
6074,-15977,0,0
6075,-9049,0,0
6076,-1510,0,0
6077,-12504,0,0
6078,-13902,0,0
6079,-7028,0,0
6080,-16733,0,0
6081,-16041,0,0
6082,-17168,0,0
6083,-2553,0,0
6084,-16613,0,0
6085,3858,0,0
6086,-15730,0,0
6087,3961,0,0
6088,-9586,0,0
6089,7525,0,0
6090,-17228,0,0
6091,-20574,0,0
6092,-21182,0,0
6093,-21405,0,0
6094,-11396,0,0
6095,3484,0,0
6096,-22330,0,0
6097,1478,0,0
6098,3788,0,0
6099,-19265,0,0
6100,-21815,0,0
6101,-17708,0,0
6102,17781,0,0
6103,-15119,0,0
6104,-9922,0,0
6105,-10501,0,0
6106,-22030,0,0
6107,11732,0,0
6108,-23169,0,0
6109,8783,0,0
6110,-13021,0,0
6111,-5752,0,0
6112,-17853,0,0
6113,-4145,0,0
6114,5286,0,0
6115,2502,0,0
6116,-3831,0,0
6117,-17060,0,0
6118,4526,0,0
6119,-2913,0,0
6120,-11792,0,0
6121,14776,0,0
6122,-18614,0,0
6123,7109,0,0
6124,-13249,0,0
6125,1430,0,0
6126,-8360,0,0
6127,-6756,0,0
6128,2322,0,0
6129,-6921,0,0
6130,-14679,0,0
6131,11172,0,0
6132,8866,0,0
6133,-21815,0,0
6134,-20695,0,0
6135,-6726,0,0
6136,-5715,0,0
6137,-22475,0,0
6138,-18215,0,0
6139,-8240,0,0
6140,-18930,0,0
6141,-5683,0,0
6142,-2724,0,0
6143,-628,0,0
6144,-13263,0,-15000
6145,-2272,0,0
6146,-16525,0,0
6147,-19980,0,0
6148,-16648,0,0
6149,-1269,0,0
6150,1336,0,0
6151,5085,0,0
6152,-16780,0,0
6153,-23170,0,0
6154,-6944,0,0
6155,6964,0,0
6156,-15208,0,0
6157,-12089,0,0
6158,-15213,0,0
6159,-23141,0,0
6160,-15746,0,0
6161,-20895,0,0
6162,-16143,0,0
6163,-4986,0,0
6164,16386,0,0
6165,-1290,0,0
6166,7407,0,0
6167,-12130,0,0
6168,-13861,0,0
6169,-17876,0,0
6170,4926,0,0
6171,-22171,0,0
6172,-10417,0,0
6173,-7143,0,0
6174,-20945,0,0
6175,15286,0,0
6176,3978,0,0
6177,-16936,0,0
6178,-20001,0,0
6179,1356,0,0
6180,-7702,0,0
6181,-17295,0,0
6182,-21181,0,0
6183,-21617,0,0
6184,-4220,0,0
6185,-21306,0,0
6186,-16884,0,0
6187,-18080,0,0
6188,-8892,0,0
6189,-19397,0,0
6190,19706,0,0
6191,-11651,0,0
6192,-6727,0,0
6193,2958,0,0
6194,-12647,0,0
6195,-13418,0,0
6196,-18321,0,0
6197,2666,0,0
6198,-5015,0,0
6199,-19873,0,0
6200,-10105,0,0
6201,-6898,0,0
6202,-22829,0,0
6203,-18943,0,0
6204,-18637,0,0
6205,397,0,0
6206,-10725,0,0
6207,-3638,0,0
6208,-22995,0,0
6209,15325,0,0
6210,-516,0,0
6211,-16689,0,0
6212,-11554,0,0
6213,12453,0,0
6214,-4547,0,0
6215,-1302,0,0
6216,-23058,0,0
6217,-17567,0,0
6218,-13027,0,0
6219,-14315,0,0
6220,-11225,0,0
6221,-9230,0,0
6222,-5024,0,0
6223,-17398,0,0
6224,-18926,0,0
6225,16816,0,0
6226,-6129,0,0
6227,14254,0,0
6228,-22802,0,0
6229,-5729,0,0
6230,-22128,0,0
6231,-14699,0,0
6232,-20457,0,0
6233,-2418,0,0
6234,-16330,0,0
6235,-17910,0,0
6236,-23106,0,0
6237,-2452,0,0
6238,-2591,0,0
6239,-16173,0,0
6240,-16058,0,0
6241,15276,0,0
6242,-15509,0,0
6243,-16503,0,0
6244,-21595,0,0
6245,-16756,0,0
6246,-23141,0,0
6247,-16160,0,0
6248,-22332,0,0
6249,-15816,0,0
6250,-6201,0,0
6251,-11387,0,0
6252,-7164,0,0
6253,-9400,0,0
6254,-11302,0,0
6255,6799,0,0
6256,-2837,0,0
6257,-15470,0,0
6258,-16217,0,0
6259,-19015,0,0
6260,-12474,0,0
6261,-19574,0,0
6262,-22475,0,0
6263,-10082,0,0
6264,-22172,0,0
6265,-13554,0,0
6266,-8292,0,0
6267,5234,0,0
6268,-20793,0,0
6269,-8338,0,0
6270,-20858,0,0
6271,2863,0,0
6272,-19324,15000,0
6273,-5938,0,0
6274,-18838,0,0
6275,6965,0,0
6276,870,0,0
6277,-12465,0,0
6278,-8584,0,0
6279,-21937,0,0
6280,4296,0,0
6281,-1138,0,0
6282,-13803,0,0
6283,568,0,0
6284,-3690,0,0
6285,9520,0,0
6286,16383,0,0
6287,-10684,0,0
6288,16382,0,0
6289,-23170,0,0
6290,-2993,0,0
6291,-596,0,0
6292,-16683,0,0
6293,-7208,0,0
6294,-15560,0,0
6295,11539,0,0
6296,-16532,0,0
6297,4668,0,0
6298,17166,0,0
6299,-6402,0,0
6300,-4512,0,0
6301,19384,0,0
6302,12675,0,0
6303,7232,0,0
6304,-1639,0,0
6305,1535,0,0
6306,11726,0,0
6307,5350,0,0
6308,8149,0,0
6309,-4455,0,0
6310,16465,0,0
6311,915,0,0
6312,16508,0,0
6313,-6468,0,0
6314,-6299,0,0
6315,22257,0,0
6316,16456,0,0
6317,-8829,0,0
6318,15976,0,0
6319,662,0,0
6320,-6531,0,0
6321,-8232,0,0
6322,15133,0,0
6323,15732,0,0
6324,-7738,0,0
6325,6959,0,0
6326,14119,0,0
6327,12991,0,0
6328,1020,0,0
6329,-19731,0,0
6330,7083,0,0
6331,-10422,0,0
6332,15537,0,0
6333,15835,0,0
6334,386,0,0
6335,-11090,0,0
6336,15559,0,0
6337,10099,0,0
6338,-1348,0,0
6339,-569,0,0
6340,8860,0,0
6341,-12647,0,0
6342,10268,0,0
6343,14805,0,0
6344,15600,0,0
6345,8863,0,0
6346,15559,0,0
6347,-489,0,0
6348,16550,0,0
6349,4037,0,0
6350,4174,0,0
6351,4881,0,0
6352,5005,0,0
6353,20340,0,0
6354,16382,0,0
6355,19016,0,0
6356,-9503,0,0
6357,8541,0,0
6358,10057,0,0
6359,5132,0,0
6360,-16384,0,0
6361,13747,0,0
6362,16382,0,0
6363,10672,0,0
6364,16383,0,0
6365,0,0,0
6366,4406,0,0
6367,2495,0,0
6368,16269,0,0
6369,1637,0,0
6370,12410,0,0
6371,8396,0,0
6372,1631,0,0
6373,14844,0,0
6374,11186,0,0
6375,6133,0,0
6376,16621,0,0
6377,23140,0,0
6378,15133,0,0
6379,-2047,0,0
6380,16694,0,0
6381,23106,0,0
6382,3289,0,0
6383,16444,0,0
6384,-1512,0,0
6385,14347,0,0
6386,213,0,0
6387,19735,0,0
6388,18897,0,0
6389,13222,0,0
6390,19264,0,0
6391,9325,0,0
6392,8632,0,0
6393,9063,0,0
6394,19872,0,0
6395,16178,0,0
6396,9110,0,0
6397,22474,0,0
6398,6743,0,0
6399,21881,0,0
6400,9658,0,-15000
6401,-10235,0,0
6402,17708,0,0
6403,22171,0,0
6404,20397,0,0
6405,20371,0,0
6406,17841,0,0
6407,3328,0,0
6408,6333,0,0
6409,15414,0,0
6410,13947,0,0
6411,8541,0,0
6412,15118,0,0
6413,9388,0,0
6414,8338,0,0
6415,7506,0,0
6416,-4179,0,0
6417,13489,0,0
6418,-2224,0,0
6419,18109,0,0
6420,-8076,0,0
6421,6192,0,0
6422,-1118,0,0
6423,-4658,0,0
6424,17583,0,0
6425,18907,0,0
6426,16943,0,0
6427,13706,0,0
6428,8039,0,0
6429,13021,0,0
6430,15932,0,0
6431,5404,0,0
6432,2999,0,0
6433,-232,0,0
6434,-9009,0,0
6435,-7609,0,0
6436,19489,0,0
6437,15976,0,0
6438,12233,0,0
6439,14576,0,0
6440,6742,0,0
6441,-399,0,0
6442,21776,0,0
6443,17059,0,0
6444,-41,0,0
6445,17811,0,0
6446,19265,0,0
6447,-635,0,0
6448,-14837,0,0
6449,-5388,0,0
6450,22474,0,0
6451,9652,0,0
6452,14018,0,0
6453,1907,0,0
6454,18205,0,0
6455,9089,0,0
6456,9869,0,0
6457,20694,0,0
6458,5331,0,0
6459,14766,0,0
6460,-7268,0,0
6461,20360,0,0
6462,14531,0,0
6463,7295,0,0
6464,2791,0,0
6465,-7525,0,0
6466,9511,0,0
6467,10598,0,0
6468,-8962,0,0
6469,20944,0,0
6470,2720,0,0
6471,-131,0,0
6472,10205,0,0
6473,9905,0,0
6474,-12299,0,0
6475,-9949,0,0
6476,7268,0,0
6477,12741,0,0
6478,-6994,0,0
6479,9905,0,0
6480,18430,0,0
6481,18930,0,0
6482,-7641,0,0
6483,14379,0,0
6484,-5429,0,0
6485,19831,0,0
6486,21998,0,0
6487,-16748,0,0
6488,16161,0,0
6489,17749,0,0
6490,21814,0,0
6491,-11455,0,0
6492,7123,0,0
6493,9906,0,0
6494,21814,0,0
6495,9905,0,0
6496,-4630,0,0
6497,20944,0,0
6498,14973,0,0
6499,5651,0,0
6500,1675,0,0
6501,10921,0,0
6502,22170,0,0
6503,5294,0,0
6504,11251,0,0
6505,4050,0,0
6506,16504,0,0
6507,8601,0,0
6508,22329,0,0
6509,11420,0,0
6510,6179,0,0
6511,873,0,0
6512,-8788,0,0
6513,20432,0,0
6514,-6201,0,0
6515,11064,0,0
6516,-9567,0,0
6517,-2466,0,0
6518,1352,0,0
6519,20944,0,0
6520,21616,0,0
6521,10475,0,0
6522,-8338,0,0
6523,8866,0,0
6524,11133,0,0
6525,9498,0,0
6526,-7660,0,0
6527,12985,0,0
6528,17406,15000,0
6529,20902,0,0
6530,5794,0,0
6531,-7711,0,0
6532,16938,0,0
6533,9735,0,0
6534,17642,0,0
6535,13685,0,0
6536,-8398,0,0
6537,754,0,0
6538,7805,0,0
6539,16253,0,0
6540,7805,0,0
6541,13757,0,0
6542,-8383,0,0
6543,21180,0,0
6544,-5739,0,0
6545,21180,0,0
6546,19782,0,0
6547,21181,0,0
6548,-2772,0,0
6549,9388,0,0
6550,3940,0,0
6551,-18292,0,0
6552,2594,0,0
6553,-7044,0,0
6554,-578,0,0
6555,-12735,0,0
6556,8195,0,0
6557,1269,0,0
6558,9522,0,0
6559,20944,0,0
6560,-8496,0,0
6561,-8525,0,0
6562,7992,0,0
6563,6676,0,0
6564,17844,0,0
6565,1144,0,0
6566,-19612,0,0
6567,-10922,0,0
6568,15786,0,0
6569,10780,0,0
6570,-14301,0,0
6571,-14977,0,0
6572,-411,0,0
6573,-14668,0,0
6574,-19927,0,0
6575,-12396,0,0
6576,5075,0,0
6577,-12396,0,0
6578,-11118,0,0
6579,3121,0,0
6580,9117,0,0
6581,-13329,0,0
6582,-8798,0,0
6583,-18196,0,0
6584,3714,0,0
6585,-1570,0,0
6586,4520,0,0
6587,-14785,0,0
6588,-13685,0,0
6589,-12396,0,0
6590,5076,0,0
6591,-15551,0,0
6592,5628,0,0
6593,-12467,0,0
6594,-22330,0,0
6595,-7032,0,0
6596,17075,0,0
6597,-17132,0,0
6598,5939,0,0
6599,3894,0,0
6600,17703,0,0
6601,3840,0,0
6602,17691,0,0
6603,21999,0,0
6604,-622,0,0
6605,7731,0,0
6606,-20159,0,0
6607,-19038,0,0
6608,-8962,0,0
6609,-4521,0,0
6610,2608,0,0
6611,10532,0,0
6612,-291,0,0
6613,14351,0,0
6614,4902,0,0
6615,-4888,0,0
6616,-17910,0,0
6617,13132,0,0
6618,6522,0,0
6619,4410,0,0
6620,-7918,0,0
6621,12625,0,0
6622,-16754,0,0
6623,-8276,0,0
6624,4985,0,0
6625,-13803,0,0
6626,-10608,0,0
6627,1137,0,0
6628,-7578,0,0
6629,-23057,0,0
6630,-10362,0,0
6631,12266,0,0
6632,-12872,0,0
6633,3949,0,0
6634,-7901,0,0
6635,-8976,0,0
6636,-9321,0,0
6637,7267,0,0
6638,6970,0,0
6639,-6024,0,0
6640,-8339,0,0
6641,-15110,0,0
6642,9507,0,0
6643,2980,0,0
6644,21790,0,0
6645,-20159,0,0
6646,-15100,0,0
6647,-9781,0,0
6648,-4521,0,0
6649,-18943,0,0
6650,-1848,0,0
6651,4315,0,0
6652,-3985,0,0
6653,7111,0,0
6654,-2339,0,0
6655,14988,0,0
6656,-569,0,-15000
6657,16244,0,0
6658,-470,0,0
6659,-16383,0,0
6660,-3172,0,0
6661,5144,0,0
6662,-10155,0,0
6663,-4775,0,0
6664,-399,0,0
6665,2817,0,0
6666,0,0,0
6667,7357,0,0
6668,-5430,0,0
6669,-16384,0,0
6670,-8653,0,0
6671,-16780,0,0
6672,-17698,0,0
6673,-13828,0,0
6674,3694,0,0
6675,-13496,0,0
6676,-12616,0,0
6677,8609,0,0
6678,-19856,0,0
6679,16518,0,0
6680,-19033,0,0
6681,-15134,0,0
6682,-6067,0,0
6683,-14882,0,0
6684,13505,0,0
6685,17669,0,0
6686,1144,0,0
6687,-16083,0,0
6688,-22724,0,0
6689,10280,0,0
6690,396,0,0
6691,-16870,0,0
6692,12697,0,0
6693,-18259,0,0
6694,944,0,0
6695,-16274,0,0
6696,-2150,0,0
6697,-6179,0,0
6698,11911,0,0
6699,-4521,0,0
6700,12871,0,0
6701,22029,0,0
6702,16257,0,0
6703,-4400,0,0
6704,-17708,0,0
6705,-20876,0,0
6706,15501,0,0
6707,9225,0,0
6708,-12579,0,0
6709,16001,0,0
6710,5052,0,0
6711,-569,0,0
6712,15983,0,0
6713,-569,0,0
6714,-11288,0,0
6715,-18021,0,0
6716,-1266,0,0
6717,7711,0,0
6718,-7296,0,0
6719,-14059,0,0
6720,-16944,0,0
6721,897,0,0
6722,1058,0,0
6723,3469,0,0
6724,11092,0,0
6725,-8898,0,0
6726,18399,0,0
6727,-11851,0,0
6728,-15851,0,0
6729,1888,0,0
6730,-11564,0,0
6731,6725,0,0
6732,4682,0,0
6733,-20045,0,0
6734,-14977,0,0
6735,13650,0,0
6736,-7805,0,0
6737,-10973,0,0
6738,-7526,0,0
6739,11419,0,0
6740,19545,0,0
6741,1659,0,0
6742,11774,0,0
6743,12871,0,0
6744,-19995,0,0
6745,-4655,0,0
6746,10899,0,0
6747,-6700,0,0
6748,-1138,0,0
6749,-893,0,0
6750,-2143,0,0
6751,15976,0,0
6752,8434,0,0
6753,-1435,0,0
6754,5626,0,0
6755,16949,0,0
6756,-7941,0,0
6757,-477,0,0
6758,1219,0,0
6759,992,0,0
6760,-11806,0,0
6761,-7069,0,0
6762,22827,0,0
6763,13393,0,0
6764,7521,0,0
6765,8020,0,0
6766,-15386,0,0
6767,18335,0,0
6768,-1275,0,0
6769,17640,0,0
6770,6195,0,0
6771,-14297,0,0
6772,-12362,0,0
6773,4472,0,0
6774,-20945,0,0
6775,-7268,0,0
6776,10921,0,0
6777,22050,0,0
6778,-18,0,0
6779,14401,0,0
6780,-12310,0,0
6781,8136,0,0
6782,-9534,0,0
6783,1240,0,0
6784,1003,15000,0
6785,3245,0,0
6786,11780,0,0
6787,-6903,0,0
6788,10337,0,0
6789,4048,0,0
6790,-7351,0,0
6791,921,0,0
6792,16383,0,0
6793,9675,0,0
6794,1096,0,0
6795,-16708,0,0
6796,-4302,0,0
6797,1509,0,0
6798,-13341,0,0
6799,5899,0,0
6800,19574,0,0
6801,12012,0,0
6802,6114,0,0
6803,7267,0,0
6804,20944,0,0
6805,3836,0,0
6806,1237,0,0
6807,8421,0,0
6808,14822,0,0
6809,-18842,0,0
6810,-4846,0,0
6811,-17069,0,0
6812,9538,0,0
6813,-11508,0,0
6814,2718,0,0
6815,16779,0,0
6816,-357,0,0
6817,11990,0,0
6818,3468,0,0
6819,6385,0,0
6820,-2492,0,0
6821,20694,0,0
6822,9759,0,0
6823,2420,0,0
6824,6865,0,0
6825,17978,0,0
6826,6506,0,0
6827,-16922,0,0
6828,1370,0,0
6829,11384,0,0
6830,-12561,0,0
6831,23168,0,0
6832,-11404,0,0
6833,-711,0,0
6834,17183,0,0
6835,21568,0,0
6836,9277,0,0
6837,8691,0,0
6838,7773,0,0
6839,4027,0,0
6840,-3337,0,0
6841,12871,0,0
6842,22471,0,0
6843,17578,0,0
6844,1530,0,0
6845,15976,0,0
6846,16568,0,0
6847,16687,0,0
6848,5531,0,0
6849,19263,0,0
6850,5076,0,0
6851,18347,0,0
6852,14793,0,0
6853,12316,0,0
6854,20944,0,0
6855,16287,0,0
6856,18014,0,0
6857,-14076,0,0
6858,16535,0,0
6859,-1418,0,0
6860,-2441,0,0
6861,17269,0,0
6862,15043,0,0
6863,8791,0,0
6864,-21182,0,0
6865,17270,0,0
6866,2263,0,0
6867,15593,0,0
6868,1270,0,0
6869,-16329,0,0
6870,-15971,0,0
6871,-10100,0,0
6872,13672,0,0
6873,-10270,0,0
6874,-1094,0,0
6875,-15267,0,0
6876,-1813,0,0
6877,-10803,0,0
6878,17820,0,0
6879,-18295,0,0
6880,-1740,0,0
6881,-13594,0,0
6882,2081,0,0
6883,-13321,0,0
6884,-19240,0,0
6885,8382,0,0
6886,8922,0,0
6887,-11911,0,0
6888,-6102,0,0
6889,803,0,0
6890,-13176,0,0
6891,-16136,0,0
6892,-15527,0,0
6893,10328,0,0
6894,-7806,0,0
6895,598,0,0
6896,-20159,0,0
6897,-2453,0,0
6898,-17179,0,0
6899,-15390,0,0
6900,-6795,0,0
6901,4686,0,0
6902,-20159,0,0
6903,-7216,0,0
6904,-21999,0,0
6905,3121,0,0
6906,-22829,0,0
6907,-16806,0,0
6908,-23169,0,0
6909,-3750,0,0
6910,-10368,0,0
6911,-12872,0,0
6912,-3836,0,-15000
6913,-11446,0,0
6914,11504,0,0
6915,-21021,0,0
6916,-20159,0,0
6917,-6578,0,0
6918,-13956,0,0
6919,-2844,0,0
6920,-16250,0,0
6921,14118,0,0
6922,-2708,0,0
6923,10541,0,0
6924,-10272,0,0
6925,5076,0,0
6926,-10922,0,0
6927,12446,0,0
6928,-8867,0,0
6929,582,0,0
6930,2898,0,0
6931,12395,0,0
6932,-5669,0,0
6933,14698,0,0
6934,22606,0,0
6935,-8156,0,0
6936,-15508,0,0
6937,3520,0,0
6938,3538,0,0
6939,8757,0,0
6940,19419,0,0
6941,15753,0,0
6942,10992,0,0
6943,7341,0,0
6944,15230,0,0
6945,19562,0,0
6946,8641,0,0
6947,-2271,0,0
6948,11557,0,0
6949,23161,0,0
6950,-15412,0,0
6951,11862,0,0
6952,-3154,0,0
6953,16231,0,0
6954,-112,0,0
6955,12324,0,0
6956,9159,0,0
6957,17023,0,0
6958,22723,0,0
6959,-50,0,0
6960,-2901,0,0
6961,16457,0,0
6962,23141,0,0
6963,13678,0,0
6964,16962,0,0
6965,20432,0,0
6966,8337,0,0
6967,19388,0,0
6968,15135,0,0
6969,11028,0,0
6970,18609,0,0
6971,17400,0,0
6972,16382,0,0
6973,21789,0,0
6974,16613,0,0
6975,6501,0,0
6976,-8373,0,0
6977,1179,0,0
6978,2955,0,0
6979,13939,0,0
6980,19951,0,0
6981,17964,0,0
6982,9045,0,0
6983,17520,0,0
6984,-6528,0,0
6985,10331,0,0
6986,-28,0,0
6987,11998,0,0
6988,-5077,0,0
6989,13811,0,0
6990,10812,0,0
6991,16167,0,0
6992,-11917,0,0
6993,11198,0,0
6994,4785,0,0
6995,-1321,0,0
6996,-6521,0,0
6997,-5570,0,0
6998,-13048,0,0
6999,-16821,0,0
7000,-1354,0,0
7001,-13534,0,0
7002,2772,0,0
7003,4562,0,0
7004,-11036,0,0
7005,-14698,0,0
7006,2885,0,0
7007,-17167,0,0
7008,-2837,0,0
7009,-227,0,0
7010,2890,0,0
7011,-17381,0,0
7012,-1472,0,0
7013,-6058,0,0
7014,-15041,0,0
7015,-23141,0,0
7016,-8410,0,0
7017,18349,0,0
7018,-9429,0,0
7019,-22475,0,0
7020,-10744,0,0
7021,-11724,0,0
7022,-18908,0,0
7023,-19873,0,0
7024,-22428,0,0
7025,-18266,0,0
7026,-7991,0,0
7027,-13212,0,0
7028,-2438,0,0
7029,-10710,0,0
7030,5731,0,0
7031,-11912,0,0
7032,-15607,0,0
7033,-3443,0,0
7034,13901,0,0
7035,-7268,0,0
7036,-14315,0,0
7037,-7091,0,0
7038,-16169,0,0
7039,-9573,0,0
7040,-8252,15000,0
7041,-16620,0,0
7042,-15560,0,0
7043,-5351,0,0
7044,-6319,0,0
7045,-20889,0,0
7046,-12500,0,0
7047,6725,0,0
7048,-7862,0,0
7049,-19505,0,0
7050,-18989,0,0
7051,-10263,0,0
7052,-4521,0,0
7053,3116,0,0
7054,-16671,0,0
7055,-3898,0,0
7056,5669,0,0
7057,7677,0,0
7058,2271,0,0
7059,15660,0,0
7060,-11141,0,0
7061,9300,0,0
7062,-13444,0,0
7063,-8339,0,0
7064,13031,0,0
7065,-6179,0,0
7066,12395,0,0
7067,-9636,0,0
7068,389,0,0
7069,14370,0,0
7070,16382,0,0
7071,20131,0,0
7072,17557,0,0
7073,15806,0,0
7074,-1224,0,0
7075,18439,0,0
7076,-10575,0,0
7077,9040,0,0
7078,263,0,0
7079,4531,0,0
7080,5335,0,0
7081,-12615,0,0
7082,13375,0,0
7083,14115,0,0
7084,22917,0,0
7085,7442,0,0
7086,10580,0,0
7087,-1234,0,0
7088,2557,0,0
7089,4712,0,0
7090,21380,0,0
7091,6451,0,0
7092,22605,0,0
7093,-14689,0,0
7094,3849,0,0
7095,15510,0,0
7096,13249,0,0
7097,18924,0,0
7098,16694,0,0
7099,20680,0,0
7100,16518,0,0
7101,5733,0,0
7102,9470,0,0
7103,13987,0,0
7104,16310,0,0
7105,-1240,0,0
7106,5372,0,0
7107,17263,0,0
7108,17922,0,0
7109,9690,0,0
7110,-7012,0,0
7111,16376,0,0
7112,-760,0,0
7113,13707,0,0
7114,4933,0,0
7115,3185,0,0
7116,520,0,0
7117,11327,0,0
7118,-840,0,0
